charlotte_bronte_CB-JE-01-02 0.30595860956706117 0.3361114079370646 0.32613684292424744 0.31136672131200777 0.10546636862426337 0.16904031199622108 0.3715732255474418 0.08622645888484555 ang 0.40703123070002356 0.26218509148919916 0.24143860429573225 0.0 0.014313235277811061 0.0750318382372343
charlotte_bronte_CB-JE-01-03 0.23847262415221357 0.2918321051636193 0.26629573286311814 0.32918120767094206 0.2573925981030314 0.16998846730736292 0.3416618054873432 0.13500512217390384 ang 0.45705977269349307 0.28867716217480094 0.1621374620683511 0.0 0.013140547670475034 0.07898505539287969
charlotte_bronte_CB-JE-01-04 0.20988882976839585 0.25962774471632827 0.23160706802405848 0.3062195310237093 0.30440130662517617 0.17020805274445 0.2961218630361127 0.12563764511891487 ang 0.4903615831533493 0.2374811544042452 0.17205570631264705 0.0025 0.0009246130213872148 0.09667694310837123
charlotte_bronte_CB-JE-01-05 0.2521194008258051 0.3086514652821141 0.2772349694672043 0.3580760315758391 0.29476102537044363 0.17006579722738197 0.3540345200069828 0.12951743518238334 ang 0.4559313239853981 0.25098910613096886 0.18677376075699434 0.0 0.007870643558033378 0.09843516556860543
charlotte_bronte_CB-JE-01-06 0.30798323674132494 0.3657772099194096 0.3329095781816134 0.4311567430680725 0.1840686622215917 0.16951511279297965 0.3282045427508511 0.14697539824638486 hap 0.3722412873125616 0.39350663589678275 0.14361238476864838 0.0 0.05415206039703965 0.036487631624967334
charlotte_bronte_CB-JE-01-07 0.2026011084812093 0.2467491611693044 0.22242643392020545 0.2833825036768456 0.25504938817632317 0.16992534523672245 0.3189329090923829 0.14036320379436182 ang 0.4472941594370081 0.35519271126917906 0.12243218864514442 0.0 0.01641207287927881 0.058668867769389135
charlotte_bronte_CB-JE-01-09 0.21773540131348953 0.23679457851733976 0.23863139538214626 0.17884865279316284 0.11673414304993253 0.17034663231745273 0.42089913119352035 0.13451300425946283 ang 0.4049015285404114 0.3791219882866183 0.13852569976054843 0.00179503367003367 0.012107776093207014 0.06354797364918068
charlotte_bronte_CB-JE-01-10 0.12923051160166094 0.15863883395257455 0.14507811797821246 0.17312422872442432 0.33567790443851564 0.16909315960407154 0.20940478693028242 0.12529295102971527 hap 0.3376043516371327 0.37622442815795226 0.20645758031254624 0.007423873688231273 0.015383020149321034 0.056906746054816215
charlotte_bronte_CB-JE-01-100 0.23743539284146992 0.27606312969931507 0.2637943325851246 0.27052866291693983 0.1895135188965792 0.1700630345470516 0.33048236012742216 0.1178559005192867 ang 0.48899420060761534 0.23325839514030572 0.17621109676245883 0.0 0.011535172257888531 0.0900011352317315
charlotte_bronte_CB-JE-01-101 0.26532236733553954 0.34868842278613127 0.29750715702324265 0.44498173637972255 0.35196815568332596 0.17065361403346832 0.3535817183197958 0.13247719621879706 ang 0.4547129151160339 0.2381953891965615 0.21036328126927936 0.0 0.007177096400514384 0.08955131801761132
