charlotte_bronte_CB-JE-01-02 0.40703123070002356,0.26218509148919916,0.24143860429573225,0.0,0.014313235277811061
charlotte_bronte_CB-JE-01-03 0.45705977269349307,0.28867716217480094,0.1621374620683511,0.0,0.013140547670475034
charlotte_bronte_CB-JE-01-04 0.4903615831533493,0.2374811544042452,0.17205570631264705,0.0025,0.0009246130213872148
charlotte_bronte_CB-JE-01-05 0.4559313239853981,0.25098910613096886,0.18677376075699434,0.0,0.007870643558033378
charlotte_bronte_CB-JE-01-06 0.3722412873125616,0.39350663589678275,0.14361238476864838,0.0,0.05415206039703965
charlotte_bronte_CB-JE-01-07 0.4472941594370081,0.35519271126917906,0.12243218864514442,0.0,0.01641207287927881
charlotte_bronte_CB-JE-01-09 0.4049015285404114,0.3791219882866183,0.13852569976054843,0.00179503367003367,0.012107776093207014
charlotte_bronte_CB-JE-01-10 0.3376043516371327,0.37622442815795226,0.20645758031254624,0.007423873688231273,0.015383020149321034
charlotte_bronte_CB-JE-01-100 0.48899420060761534,0.23325839514030572,0.17621109676245883,0.0,0.011535172257888531
charlotte_bronte_CB-JE-01-101 0.4547129151160339,0.2381953891965615,0.21036328126927936,0.0,0.007177096400514384
charlotte_bronte_CB-JE-01-102 0.4344321926191188,0.22495728742008197,0.2592486616811347,0.0,0.007573388379172384
charlotte_bronte_CB-JE-01-103 0.502904337788998,0.2520569392061068,0.15776218964951272,0.0,0.004682407658403864
charlotte_bronte_CB-JE-01-104 0.4802959177889583,0.23610504611682037,0.17991154093799877,0.0,0.0037916857064223372
charlotte_bronte_CB-JE-01-105 0.4826728101557474,0.1738811518948557,0.16739596884991617,0.0,0.13311974406247995
charlotte_bronte_CB-JE-01-106 0.35651105116525,0.44801912658964654,0.09281705143261391,0.0,0.051006087963109
charlotte_bronte_CB-JE-01-107 0.34148120212314087,0.32792123884648927,0.0688822928378404,0.0,0.24301020711645402
charlotte_bronte_CB-JE-01-108 0.428177464929442,0.264764514921216,0.19099472173111523,0.0,0.012914416058401884
charlotte_bronte_CB-JE-01-109 0.33508050558484775,0.43266591357316203,0.13358759356189098,0.0,0.05603411822292576
charlotte_bronte_CB-JE-01-11 0.3748117619048751,0.4214692874199912,0.10930596824590133,0.0,0.026840863817138197
charlotte_bronte_CB-JE-01-110 0.3941839845923765,0.26178890573566704,0.19133512028468605,0.00048611111111111115,0.019917516470901796
