charlotte_bronte_CB-JE-01-01 0.30595860956706117,0.3361114079370646,0.32613684292424744,0.31136672131200777,0.10546636862426337,0.16904031199622108,0.3715732255474418,0.08622645888484555
charlotte_bronte_CB-JE-01-02 0.30595860956706117,0.3361114079370646,0.32613684292424744,0.31136672131200777,0.10546636862426337,0.16904031199622108,0.3715732255474418,0.08622645888484555
charlotte_bronte_CB-JE-01-03 0.23847262415221357,0.2918321051636193,0.26629573286311814,0.32918120767094206,0.2573925981030314,0.16998846730736292,0.3416618054873432,0.13500512217390384
charlotte_bronte_CB-JE-01-04 0.20988882976839585,0.25962774471632827,0.23160706802405848,0.3062195310237093,0.30440130662517617,0.17020805274445,0.2961218630361127,0.12563764511891487
charlotte_bronte_CB-JE-01-05 0.2521194008258051,0.3086514652821141,0.2772349694672043,0.3580760315758391,0.29476102537044363,0.17006579722738197,0.3540345200069828,0.12951743518238334
charlotte_bronte_CB-JE-01-06 0.30798323674132494,0.3657772099194096,0.3329095781816134,0.4311567430680725,0.1840686622215917,0.16951511279297965,0.3282045427508511,0.14697539824638486
charlotte_bronte_CB-JE-01-07 0.2026011084812093,0.2467491611693044,0.22242643392020545,0.2833825036768456,0.25504938817632317,0.16992534523672245,0.3189329090923829,0.14036320379436182
charlotte_bronte_CB-JE-01-09 0.21773540131348953,0.23679457851733976,0.23863139538214626,0.17884865279316284,0.11673414304993253,0.17034663231745273,0.42089913119352035,0.13451300425946283
charlotte_bronte_CB-JE-01-10 0.12923051160166094,0.15863883395257455,0.14507811797821246,0.17312422872442432,0.33567790443851564,0.16909315960407154,0.20940478693028242,0.12529295102971527
charlotte_bronte_CB-JE-01-100 0.23743539284146992,0.27606312969931507,0.2637943325851246,0.27052866291693983,0.1895135188965792,0.1700630345470516,0.33048236012742216,0.1178559005192867
charlotte_bronte_CB-JE-01-101 0.26532236733553954,0.34868842278613127,0.29750715702324265,0.44498173637972255,0.35196815568332596,0.17065361403346832,0.3535817183197958,0.13247719621879706
charlotte_bronte_CB-JE-01-102 0.3148831048313795,0.38664868254461304,0.34995247620507797,0.4393884618536485,0.2820214252445272,0.1705337929415211,0.3777926821738979,0.13331851448040957
charlotte_bronte_CB-JE-01-103 0.22375165160781182,0.3000006135433839,0.2539211200207556,0.38809656253561103,0.4272077251953413,0.1707926232458286,0.3096321868312757,0.1361169281268237
charlotte_bronte_CB-JE-01-104 0.23340842710240928,0.2860314137103624,0.26940603428366194,0.2938401057463005,0.28905597326649957,0.17003041935215615,0.3384326452662699,0.11759161587124566
charlotte_bronte_CB-JE-01-105 0.40859239793390195,0.46364540316949454,0.45256049471401505,0.4221953618643306,0.16517484186657116,0.17357809809172137,0.4991557125499916,0.12891581991328652
charlotte_bronte_CB-JE-01-106 0.17497432472629218,0.21715065645573892,0.20166067083517772,0.22299950448334727,0.20011567379988435,0.17017595212799452,0.32876628404733493,0.1475832529750538
charlotte_bronte_CB-JE-01-107 0.5134713189787584,0.5997073939599364,0.5474984873847535,0.6691238270863473,0.24313119246714918,0.17034957614183066,0.5094978581445977,0.15823116265227022
charlotte_bronte_CB-JE-01-108 0.25402212081683434,0.28414845833761543,0.279303009999863,0.24896141088815235,0.12846932145177758,0.17056499207808798,0.410945189772342,0.11403562620517482
charlotte_bronte_CB-JE-01-109 0.2957748078678623,0.3488229380104683,0.3235166484312016,0.3728749982990974,0.24241285030758716,0.1696008030936939,0.43774156900728245,0.14465137873127212
charlotte_bronte_CB-JE-01-11 0.20432656601009325,0.2696217262112701,0.2277630388954925,0.3505736072701859,0.39113518060886476,0.17060293739542393,0.21792909331355326,0.1472917365619855
charlotte_bronte_CB-JE-01-110 0.3816310285808632,0.4564062474673059,0.41653749550621016,0.49570394465130424,0.3642105263157895,0.1687630897865796,0.0,0.0
